,LOB,CategoryRetail,subcategory,category,division,WhsCode,SaleWithoutTax,SaleTarget,TargetAchv,Targetshortfall,TMSalesMix,LMSalesMix,SaleWithoutTax_l,momsale,SaleWithoutTax_p,yoysale,tgt_margin,margin,lm_margin,ly_margin,mom_margin,asp_tm,asp_lm,asp_mom,nm%achv,yoynm%,RGM,RGMTarget,rgmachv,RGM_l,rgmmom,RGM_p,rgmyoy,FinalValueDamaged,TGTDamage,damageachv%,damage_to_sale,FinalValueDamaged_l,damage_mom,FinalValueDamaged_p,damage_yoy,FinalValueFreshDump,TGTFreshDump,freshdumpachv%,freshdump_to_sale,FinalValueFreshDump_l,freshdump_mom,FinalValueFreshDump_p,freshdump_yoy,FinalValueShrinkage,TGTShrinkage,shrinkageachv%,shrinkage_to_sale,FinalValueShrinkage_l,shrinkage_mom
274,Food,FMCG NON FOOD,Shaving needs,Personal care,FMCG Non Food,STR11,52.54,334.45,15.71,-281.91,0.01,0.0,0.0,0.0,0.0,0.0,2.86,17.13,0.0,0.0,0.0,62.0,0.0,0.0,599.27,0.0,9.0,9.56,94.14,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0
275,Home Fashion,Home Fashion,Cushion pillow & bolster,Pillows & cushions,Home Fashion,STR11,464.42,335.04,138.62,129.38,0.06,0.11,337.25,37.71,0.0,0.0,12.33,25.71,16.98,0.0,8.74,274.01,198.98,0.38,208.5,0.0,119.42,41.32,289.01,57.25,108.59,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0
276,Food,FMCG NON FOOD,Pooja needs,Pooja needs,FMCG Non Food,STR11,179.25,49.99,358.57,129.26,0.02,0.0,0.0,0.0,0.0,0.0,8.22,33.9,0.0,0.0,0.0,20.89,0.0,0.0,412.36,0.0,60.77,4.11,1478.59,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
277,Food,FMCG FOOD,Instant food,Ready to cook,FMCG Food,STR11,690.8,484.01,142.72,206.79,0.08,0.0,0.0,0.0,0.0,0.0,1.29,2.1,0.0,0.0,0.0,89.58,0.0,0.0,163.52,0.0,14.54,6.23,233.39,0.0,0.0,0.0,0.0,876.45,2.18,40204.13,126.87,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0
278,Food,FMCG NON FOOD,Aircare,Repellents & fresheners,FMCG Non Food,STR11,605.54,662.33,91.43,-56.79,0.07,0.18,572.02,5.86,0.0,0.0,5.92,11.78,23.63,0.0,-11.85,71.46,75.0,-0.05,198.96,0.0,71.34,39.22,181.9,135.18,-47.23,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0
279,Food,FMCG NON FOOD,Pest control,Repellents & fresheners,FMCG Non Food,STR11,1126.28,25.19,4471.14,1101.09,0.14,0.05,158.05,612.61,0.0,0.0,1.95,9.08,4.17,0.0,4.92,120.82,93.25,0.3,467.03,0.0,102.32,0.49,20881.63,6.59,1452.66,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
280,Food,STAPLE,Processed grains,Rice & cereal grains,Staple,STR11,1951.33,1106.17,176.4,845.16,0.23,0.26,818.72,138.34,0.0,0.0,25.77,19.16,19.02,0.0,0.14,73.44,60.0,0.22,74.34,0.0,373.86,285.08,131.14,155.74,140.05,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0
281,Food,STAPLE,Rice,Rice & cereal grains,Staple,STR11,7040.21,4167.55,168.93,2872.66,0.84,0.7,2227.19,216.1,0.0,0.0,12.13,8.84,16.7,0.0,-7.86,76.78,76.27,0.01,72.87,0.0,622.22,505.44,123.11,371.93,67.3,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.62,0.0,0.0,0.0,0.0
282,Food,STAPLE,Salt,Salt & sugar,Staple,STR11,256.0,368.0,69.57,-112.0,0.03,0.08,240.0,6.67,0.0,0.0,15.9,13.71,17.8,0.0,-4.09,21.33,26.67,-0.2,86.23,0.0,35.09,58.5,59.98,42.71,-17.84,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0
283,Food,STAPLE,Sugar,Salt & sugar,Staple,STR11,3076.45,10224.06,30.09,-7147.61,0.37,0.22,683.06,350.39,0.0,0.0,2.84,-4.92,14.18,0.0,-19.1,36.33,40.6,-0.11,-173.03,0.0,-151.32,290.64,-52.07,96.85,-256.24,0.0,0.0,0.0,46.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.76,0.0,0.0,0.0,0.0
284,Food,BAKERY DAIRY & FROZEN,Frozen food,Sea food,Bakery Dairy & Frozen,STR11,364.28,2711.47,13.43,-2347.19,0.04,0.0,0.0,0.0,0.0,0.0,1.49,2.22,0.0,0.0,0.0,191.25,0.0,0.0,148.5,0.0,8.08,40.5,19.95,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0,0.0,0.0
285,Food,FMCG NON FOOD,Pharmacy,Sexual wellness,FMCG Non Food,STR11,1000.98,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,26.48,0.0,0.0,0.0,205.57,0.0,0.0,0.0,0.0,265.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Food,FMCG NON FOOD,Body care,Skin care,FMCG Non Food,STR11,390.68,1251.84,31.21,-861.16,0.05,0.0,0.0,0.0,0.0,0.0,1.33,2.72,0.0,0.0,0.0,153.66,0.0,0.0,205.01,0.0,10.64,16.63,63.98,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0
287,Food,FMCG NON FOOD,Face care,Skin care,FMCG Non Food,STR11,1326.45,1018.44,130.24,308.01,0.16,0.18,577.97,129.5,0.0,0.0,3.53,12.7,4.97,0.0,7.73,140.45,136.4,0.03,359.46,0.0,168.4,35.97,468.17,28.72,486.35,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0
288,Food,FMCG NON FOOD,Skin care,Skin care,FMCG Non Food,STR11,286.45,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,22.78,0.0,0.0,0.0,338.01,0.0,0.0,0.0,0.0,65.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Food,FMCG FOOD,Diet & healthy namkeen,Snacks & namkeens,FMCG Food,STR11,364.28,541.74,67.24,-177.46,0.04,0.03,98.23,270.84,0.0,0.0,1.92,12.59,15.24,0.0,-2.65,51.0,22.0,1.32,657.04,0.0,45.86,10.38,441.81,14.97,206.35,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0
290,Food,FMCG FOOD,Papad,Snacks & namkeens,FMCG Food,STR11,170.9,70.54,242.27,100.36,0.02,0.0,0.0,0.0,0.0,0.0,3.27,18.14,0.0,0.0,0.0,86.0,0.0,0.0,553.91,0.0,31.0,2.31,1341.99,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
291,Food,FMCG FOOD,Salted namkeen,Snacks & namkeens,FMCG Food,STR11,4652.1,5348.94,86.97,-696.84,0.56,0.58,1837.98,153.11,0.0,0.0,0.62,-3.5,12.82,0.0,-16.32,51.59,35.49,0.45,-564.44,0.0,-163.03,33.21,-490.91,235.57,-169.21,0.0,0.0,607.94,24.07,2525.72,13.07,692.16,-12.17,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.0,0.0
292,GM HARDLINES,Electronics,Sound,Speakers headphones & gadgets,GM Hardlines,STR11,49.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13.98,0.0,0.0,0.0,58.99,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Food,STAPLE,Blended spices,Spices & condiments,Staple,STR11,1371.85,1605.02,85.47,-233.17,0.16,0.34,1076.73,27.41,0.0,0.0,20.1,19.7,20.6,0.0,-0.91,53.78,56.95,-0.06,98.01,0.0,270.22,322.58,83.77,221.84,21.81,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0
294,Food,STAPLE,Staight spices,Spices & condiments,Staple,STR11,3480.04,4067.09,85.57,-587.05,0.42,0.69,2180.53,59.6,0.0,0.0,23.03,19.55,21.38,0.0,-1.83,59.9,63.6,-0.06,84.89,0.0,680.37,936.64,72.64,466.17,45.95,0.0,0.0,121.6,18.3,664.48,3.49,0.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,0.0,0.0,0.0,0.0
295,Food,FMCG FOOD,Jams & spreads,Spreads sauces dips & ketchup,FMCG Food,STR11,529.32,538.99,98.21,-9.67,0.06,0.03,92.52,472.11,0.0,0.0,2.2,13.79,15.01,0.0,-1.22,153.0,54.05,1.83,625.7,0.0,73.0,11.88,614.48,13.89,425.56,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0
296,Food,FMCG FOOD,Ketchups & sauces,Spreads sauces dips & ketchup,FMCG Food,STR11,891.35,3052.42,29.2,-2161.07,0.11,0.15,481.26,85.21,0.0,0.0,0.7,-10.5,9.61,0.0,-20.11,99.83,77.0,0.3,-1492.56,0.0,-93.62,21.48,-435.85,46.23,-302.51,0.0,0.0,87.31,13.74,635.44,9.8,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,0.0,0.0,0.0,0.0
297,Other,Other,Ketchups & sauces,Spreads sauces dips & ketchup,Supply Non Trade,STR11,0.14,0.9,15.56,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,98.89,100.0,0.0,0.0,0.0,0.01,0.0,0.0,101.12,0.0,0.14,0.89,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Food,FMCG FOOD,Pickle,Spreads sauces dips & ketchup,FMCG Food,STR11,49.11,177.23,27.71,-128.12,0.01,0.07,219.64,-77.64,0.0,0.0,2.47,22.4,30.05,0.0,-7.65,55.0,123.0,-0.55,906.33,0.0,11.0,4.38,251.14,66.0,-83.33,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
299,Food,FMCG FOOD,Sauces,Spreads sauces dips & ketchup,FMCG Food,STR11,300.44,19.81,1516.61,280.63,0.04,0.02,74.35,304.09,0.0,0.0,4.95,19.18,20.22,0.0,-1.03,113.33,42.5,1.67,387.75,0.0,57.63,0.98,5880.61,15.03,283.43,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
300,GM HARDLINES,Stationery,Books & pads,Stationery,GM Hardlines,STR11,97.32,0.0,0.0,0.0,0.01,0.03,97.32,0.0,0.0,0.0,0.0,22.29,22.29,0.0,0.0,109.0,109.0,0.0,0.0,0.0,21.69,0.0,0.0,21.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,GM Home,Plastic,Kitchen storage & utility,Storage & containers,GM Houseware,STR11,825.42,339.35,243.24,486.07,0.1,0.03,99.16,732.41,0.0,0.0,11.3,37.11,31.02,0.0,6.09,162.33,58.5,1.77,328.28,0.0,306.3,38.36,798.49,30.76,895.77,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0
302,Home Fashion,Home Fashion,Table & kitchen linen,Table & kitchen linen,Home Fashion,STR11,113.31,146.07,77.57,-32.76,0.01,0.0,0.0,0.0,0.0,0.0,34.84,50.37,0.0,0.0,0.0,118.98,0.0,0.0,144.57,0.0,57.07,50.89,112.14,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
303,Food,FMCG FOOD,Hot beverage,Teas & coffee,FMCG Food,STR11,3452.1,0.0,0.0,0.0,0.41,0.43,1369.73,152.03,0.0,0.0,0.0,2.09,11.02,0.0,-8.94,215.78,150.02,0.44,0.0,0.0,72.07,0.0,0.0,151.01,-52.27,0.0,0.0,279.99,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Food,FMCG NON FOOD,Detergents,Tissues & disposables,FMCG Non Food,STR11,59.32,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Food,FMCG NON FOOD,Disposables,Tissues & disposables,FMCG Non Food,STR11,108.47,0.0,0.0,0.0,0.01,0.16,503.72,-78.47,0.0,0.0,0.0,43.75,51.4,0.0,-7.65,64.0,84.91,-0.25,0.0,0.0,47.46,0.0,0.0,258.91,-81.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Food,FMCG NON FOOD,Food & oven storage,Tissues & disposables,FMCG Non Food,STR11,294.07,0.0,0.0,0.0,0.04,0.02,55.93,425.78,0.0,0.0,0.0,18.9,26.16,0.0,-7.26,347.0,66.0,4.26,0.0,0.0,55.57,0.0,0.0,14.63,279.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Food,FMCG NON FOOD,Paper products,Tissues & disposables,FMCG Non Food,STR11,390.67,687.86,56.79,-297.19,0.05,0.02,58.47,568.15,0.0,0.0,3.66,31.86,29.98,0.0,1.88,46.1,69.0,-0.33,871.12,0.0,124.48,25.16,494.75,17.53,610.1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0
308,Food,FRESH,Fruits,Vegetable,Fresh,STR11,54.41,0.0,0.0,0.0,0.01,0.06,192.51,-71.74,0.0,0.0,0.0,23.32,25.95,0.0,-2.63,178.98,209.71,-0.15,0.0,0.0,12.69,0.0,0.0,49.95,-74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Food,FRESH,Vegetable,Vegetable,Fresh,STR11,3150.32,4297.1,73.31,-1146.78,0.38,0.73,2307.68,36.51,0.0,0.0,15.07,22.76,23.57,0.0,-0.8,70.62,56.0,0.26,151.04,0.0,717.15,647.63,110.73,543.84,31.87,0.0,0.0,0.0,19.34,0.0,0.0,0.0,0.0,0.0,0.0,798.82,5.5,14524.05,25.36,271.26,194.48,0.0,0.0,0.0,17.13,0.0,0.0,0.0,0.0
310,Food,BAKERY DAIRY & FROZEN,Frozen food,Vegetarian,Bakery Dairy & Frozen,STR11,1140.79,0.0,0.0,0.0,0.14,0.11,343.75,231.87,0.0,0.0,0.0,26.95,21.53,0.0,5.42,71.66,85.94,-0.17,0.0,0.0,307.47,0.0,0.0,74.01,315.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Food,FMCG FOOD,Soda & water,Water & corbonated water,FMCG Food,STR11,171.19,164.84,103.85,6.35,0.02,0.01,40.08,327.12,0.0,0.0,4.4,33.59,23.43,0.0,10.16,22.44,27.5,-0.18,763.68,0.0,57.5,7.25,793.1,9.39,512.35,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0
312,Fashion,Womens Apparel,Casual wear,Womens apparel,Fashion,STR11,189.52,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,15.58,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,29.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Fashion,Womens Apparel,Womens ethnic wear,Womens apparel,Fashion,STR11,151.43,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Fashion,Womens Apparel,Womens night wear,Womens apparel,Fashion,STR11,380.57,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,399.6,0.0,0.0,0.0,0.0,-4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Fashion,Womens Apparel,Womens undergarments,Womens apparel,Fashion,STR11,230.57,1885.7,12.23,-1655.13,0.03,0.0,0.0,0.0,0.0,0.0,24.22,23.32,0.0,0.0,0.0,242.1,0.0,0.0,96.26,0.0,53.76,456.75,11.77,0.0,0.0,0.0,0.0,0.0,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0
316,Fashion,Womens Apparel,Womens western wear,Womens apparel,Fashion,STR11,1423.81,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,-53.39,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,-760.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,GM HARDLINES,Toys,Infant products,Action figures,GM Hardlines,STR12,160.38,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,37.87,0.0,0.0,0.0,179.63,0.0,0.0,0.0,0.0,60.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Food,FMCG NON FOOD,Cleaning,All purpose cleaners,FMCG Non Food,STR12,247.46,0.0,0.0,0.0,0.03,0.01,37.29,563.61,0.0,0.0,0.0,17.8,49.48,0.0,-31.67,73.0,44.0,0.66,0.0,0.0,44.06,0.0,0.0,18.45,138.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Food,STAPLE,Coarseflours,Atta & flours,Staple,STR12,140.95,95.23,148.01,45.72,0.02,0.0,0.0,0.0,0.0,0.0,26.44,20.65,0.0,0.0,0.0,24.67,0.0,0.0,78.11,0.0,29.11,25.18,115.61,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
320,Food,STAPLE,Fine flours,Atta & flours,Staple,STR12,2421.89,7224.14,33.52,-4802.25,0.29,0.13,399.98,505.5,0.0,0.0,1.47,4.11,5.59,0.0,-1.48,231.18,209.99,0.1,279.57,0.0,99.51,106.17,93.73,22.34,345.43,0.0,0.0,0.0,32.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0
321,Food,FMCG NON FOOD,Baby body care,Baby bath & hygiene,FMCG Non Food,STR12,66.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,16.26,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Other,Other,Accessories,Bags & travel accessories,Supply Non Trade,STR12,33.92,20.86,162.61,13.06,0.0,0.02,67.85,-50.01,0.0,0.0,2.4,-23.76,-23.74,0.0,-0.02,19.0,19.0,0.0,-991.34,0.0,-8.06,0.5,-1612.0,-16.11,-49.97,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
323,Home Fashion,Luggage,Bags & accessories,Bags & travel accessories,Home Fashion,STR12,774.62,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,14.39,0.0,0.0,0.0,449.02,0.0,0.0,0.0,0.0,111.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Food,BAKERY DAIRY & FROZEN,Dairy,Bakery & dairy,Bakery Dairy & Frozen,STR12,8566.88,0.0,0.0,0.0,1.03,0.32,1029.6,732.06,0.0,0.0,0.0,1.43,-2.89,0.0,4.33,29.38,36.85,-0.2,0.0,0.0,122.85,0.0,0.0,-29.79,-512.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,GM HARDLINES,Electronics,Lighting needs,Battery & bulbs,GM Hardlines,STR12,42.37,630.94,6.72,-588.57,0.01,0.0,0.0,0.0,0.0,0.0,14.53,15.98,0.0,0.0,0.0,50.0,0.0,0.0,109.96,0.0,6.77,91.68,7.38,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0
326,Food,FMCG FOOD,Biscuits,Biscuits & cookies,FMCG Food,STR12,4231.89,5617.05,75.34,-1385.16,0.51,0.21,656.56,544.55,0.0,0.0,0.7,-16.52,11.47,0.0,-27.98,51.56,24.87,1.07,-2347.03,0.0,-698.99,39.53,-1768.25,75.29,-1028.4,0.0,0.0,0.0,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,0.0,0.0,0.0,0.0
327,Food,BAKERY DAIRY & FROZEN,Bread,Bread & buns,Bakery Dairy & Frozen,STR12,2700.0,670.34,402.78,2029.66,0.32,0.06,180.0,1400.0,0.0,0.0,2.03,28.0,22.0,0.0,6.0,20.3,30.0,-0.32,1380.11,0.0,756.0,13.6,5558.82,39.6,1809.09,0.0,0.0,43.2,3.02,1430.46,1.6,195.6,-77.91,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0
328,Food,BAKERY DAIRY & FROZEN,Dairy,Butter & cheese,Bakery Dairy & Frozen,STR12,3712.03,13857.39,26.79,-10145.36,0.45,0.05,160.12,2218.28,0.0,0.0,1.49,-0.1,6.85,0.0,-6.95,125.46,59.77,1.1,-6.42,0.0,-3.56,206.98,-1.72,10.97,-132.45,0.0,0.0,0.0,62.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.25,0.0,0.0,0.0,0.0
329,Food,FMCG FOOD,Breakfast cereals,Cereals oats & muesli,FMCG Food,STR12,200.33,351.93,56.92,-151.6,0.02,0.0,0.0,0.0,0.0,0.0,1.11,9.53,0.0,0.0,0.0,106.0,0.0,0.0,855.52,0.0,19.09,3.92,486.99,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
